ISSN,Volume_Start,Year_Start,Volume_End,Year_End,Issue_Start,Issue_End,Supplement,Signature,Annotation
0742-2343,,,,,3,4,No,,od 1998. izlazi kao: Internet and Higher Education
0742-2343,,,,,1,4,No,,od 1998. izlazi kao: Internet and Higher Education
0742-2343,,,,,1,4,No,,od 1998. izlazi kao: Internet and Higher Education
0026-3702,11,1956,39,1982,,,No,,
,1,1963,,,,,No,,
0230-9017,1,1982,4,1987,,,No,,
0072-9612,52,1953,58,1957,,,No,,
0072-9612,63,1966,91,1994,,,No,,
0072-9612,93,1996,,,,,No,,
,2,1968,8,1976,,,No,,
0373-8493,37,1961,70,1994,,,No,,
0369-1136,90,1960,112,1982,,,No,,
,3,1964,4,1965,,,No,04.23/9,
,6,1971,7,1972,,,No,04.23/9,
0217-7323,,,,,1,,No,,
0217-7323,,,,,1,7,No,,
0217-7323,,,,,1,11,No,,
0217-7323,,,,,1,30,No,,
0217-7323,,,,,1,34,No,,
0217-7323,,,,,1,,No,,
0217-7323,,,,,1,,No,,
0270-7306,7,1987,9,1989,,,No,,
0270-7306,10,1990,,,,,No,,
0270-7306,11,1991,,,,,No,,
0270-7306,12,1992,,,,,No,,
0270-7306,13,1993,,,,,No,,
0270-7306,14,1994,,,,,No,,
0270-7306,15,1995,,,,,No,,
0270-7306,16,1996,,,,,No,,
0270-7306,17,1997,,,,,No,,
0270-7306,19,1999,21,2001,,,No,,
0270-7306,23,2003,24,2004,,,No,,
0270-7306,,,,,1,,No,,
0270-7306,,,,,1,5,No,,
0270-7306,,,,,1,12,No,,
0270-7306,,,,,1,3,No,,
0270-7306,,,,,1,11,No,,
0270-7306,,,,,1,9,No,,
0270-7306,,,,,1,10,No,,
0270-7306,,,,,1,8,No,,
0735-1313,4,1987,5,1988,,,No,,
0735-1313,6,1989,8,1991,,,No,,
0735-1313,,,,,1,3,No,,
0735-1313,,,,,1,2,No,,
0899-1987,46,2007,48,2009,,,No,,
1097-2765,4,1999,,,,,No,,
1097-2765,5,2000,6,2000,,,No,,
1097-2765,7,2001,8,2001,,,No,,
1097-2765,9,2002,,,,,No,,
1097-2765,,,,,1,4,No,,
1097-2765,,,,,1,,No,,
,3,2000,4,2001,,,No,,
0026-8941,20,1973,,,,,No,,od 1985. izlazi i:  Molecular Crystals and Liquid Crystals Letters
0026-8941,26,1974,,,,,No,,od 1985. izlazi i:  Molecular Crystals and Liquid Crystals Letters
0026-8941,32,1976,33,1976,,,No,,od 1985. izlazi i:  Molecular Crystals and Liquid Crystals Letters
0026-8941,49,1978,101,1983,,,No,,od 1985. izlazi i:  Molecular Crystals and Liquid Crystals Letters
0026-8941,132,1986,141,1986,,,No,,od 1985. izlazi i:  Molecular Crystals and Liquid Crystals Letters
0026-8941,,,,,3,,No,,od 1985. izlazi i:  Molecular Crystals and Liquid Crystals Letters
0026-8941,,,,,1,,No,,od 1985. izlazi i:  Molecular Crystals and Liquid Crystals Letters
0140-6566,1,1985,2,1985,,,No,,
0026-8925,143,1975,184,1981,,,No,,od vol. 265 (2001) izlazi kao: Molecular Genetics and Genomics
0026-8925,189,1983,191,1983,,,No,,od vol. 265 (2001) izlazi kao: Molecular Genetics and Genomics
0026-8925,192,1983,,,,,No,,od vol. 265 (2001) izlazi kao: Molecular Genetics and Genomics
0026-8925,221,1990,246,1995,,,No,,od vol. 265 (2001) izlazi kao: Molecular Genetics and Genomics
0026-8925,247,1995,,,,,No,,od vol. 265 (2001) izlazi kao: Molecular Genetics and Genomics
0026-8925,249,1995,264,2001,,,No,,od vol. 265 (2001) izlazi kao: Molecular Genetics and Genomics
0026-8925,,,,,1,2,No,,od vol. 265 (2001) izlazi kao: Molecular Genetics and Genomics
0026-8925,,,,,1,5,No,,od vol. 265 (2001) izlazi kao: Molecular Genetics and Genomics
0950-382X,23,1997,31,1999,,,No,,
0950-382X,32,1999,54,2004,,,No,,
0026-8976,1,1958,68,1989,,,No,,
0026-8976,69,1990,85,1995,,,No,,
0026-8976,86,1995,89,1996,,,No,,
0026-8976,90,1997,102,2004,,,No,,
,1,1973,6,1979,,,No,04.42/206,
,1,1970,13,1982,,,No,04.71/168,
0026-9247,85,1954,101,1970,,,No,,
0026-9786,1,1890,6,1895,,,No,,
0026-9786,7,1896,9,1898,,,No,,
0026-9786,10,1899,,,,,No,,
0026-9786,11,1900,12,1901,,,No,,
0026-9786,13,1902,14,1903,,,No,,
0026-9786,15,1904,16,1905,,,No,,
0026-9786,17,1906,,,,,No,,
0026-9786,18,1907,22,1911,,,No,,
0026-9786,24,1913,,,,,No,,
0026-9786,26,1915,32,1921,,,No,,
0026-9786,,,,,1,2,No,,
0026-9786,,,,,1,3,No,,
0026-9786,,,,,1,,No,,
0026-9786,,,,,1,3,No,,
,1,1876,29,1902,,,No,,Dalje izlazi kao Gegenbaurs Morphologisches Jahrbuch
0027-1209,1,1949,18,1965,,,No,,
0027-1209,19,1967,,,,,No,,
0027-1209,22,1970,23,1971,,,No,,
0027-1209,24,1972,39,1987,,,No,,
0233-7584,,,,,1,,No,,
0233-7584,,,,,1,4,No,,
0580-0811,,,,,68,,No,,nastavlja se kao Mouse genome
0580-0811,,,,,70,,No,,nastavlja se kao Mouse genome
0580-0811,,,,,72,,No,,nastavlja se kao Mouse genome
0580-0811,,,,,74,76,No,,nastavlja se kao Mouse genome
0580-0811,,,,,77,79,No,,nastavlja se kao Mouse genome
0580-0811,,,,,80,,No,,nastavlja se kao Mouse genome
0580-0811,,,,,68,,No,,nastavlja se kao Mouse genome
0959-0587,90,1992,,,,,No,,nastavlja časopis Mouse news letters
0959-0587,91,1993,,,,,No,,nastavlja časopis Mouse news letters
0959-0587,92,1994,,,,,No,,nastavlja časopis Mouse news letters
0959-0587,93,1995,,,,,No,,nastavlja časopis Mouse news letters
0959-0587,94,1996,,,,,No,,nastavlja časopis Mouse news letters
0959-0587,,,,,1,,No,,nastavlja časopis Mouse news letters
0959-0587,,,,,1,4,No,,nastavlja časopis Mouse news letters
0959-0587,,,,,1,4,No,,nastavlja časopis Mouse news letters
0959-0587,,,,,1,4,No,,nastavlja časopis Mouse news letters
0959-0587,,,,,1,4,No,,nastavlja časopis Mouse news letters
1331-2839,5,2000,17,2012,,,No,,
1331-2839,18,2013,,,,,No,,
1331-2839,19,2014,20,2015,,,No,,
1331-2839,21,2016,,,,,No,,
1331-2839,22,2017,,,,,No,,
1331-2839,,,,,1,11,No,,
0883-7694,18,1993,,,,,No,,
0883-7694,20,1995,,,,,No,,
0883-7694,21,1996,22,1997,,,No,,
0883-7694,23,1998,,,,,No,,
0883-7694,24,1999,,,,,No,,
0883-7694,25,2000,27,2002,,,No,,
0883-7694,29,2004,31,2006,,,No,,
0883-7694,,,,,1,2,No,,
0883-7694,,,,,1,8,No,,
1380-7501,2,1996,5,1997,,,No,,
1380-7501,6,1998,15,2001,,,No,,
1380-7501,24,2004,,,,,No,,
1380-7501,,,,,1,,No,,
,1,1970,5,1973,,,No,,
,8,1976,,,,,No,,
0167-8817,41,1976,44,1977,,,No,,
1568-7864,193,1988,194,1988,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
1568-7864,217,1989,218,1989,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
1568-7864,235,1990,236,1990,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
1568-7864,254,1991,255,1991,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
1568-7864,273,1992,274,1992,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
1568-7864,293,1993,294,1993,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
1568-7864,314,1994,315,1994,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
1568-7864,336,1995,337,1995,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
1568-7864,362,1996,364,1996,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
1568-7864,383,1997,385,1997,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
1568-7864,407,1998,409,1998,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
1568-7864,433,1999,435,1999,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
1568-7864,459,2000,461,2001,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
1568-7864,485,2001,,,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
1568-7864,486,2001,487,2001,,,No,,od vol. 217 (1989) mijenja ISSN: 0921-8777|*od 2002. godine izlazi kao: DNA Repair ()
0027-5123,3,1983,,,,,No,,
0027-7932,22,1966,29,1973,,,No,,
0027-7932,31,1975,38,1982,,,No,,
0027-7932,39,1983,46,1990,,,No,,
0027-7932,47,1991,166,2004,,,No,,
0027-7932,167,2005,169,2007,,,No,,
,7,1996,13,2004,,,No,,
,14,2005,16,2007,,,No,,
0469-6255,19,1972,41,1994,,,No,,
0469-6255,42,1995,43,1996,,,No,,
0469-6255,44,1997,46,1999,,,No,,
0469-6255,47,2000,48,2001,,,No,,
0469-6255,49,2002,52,2005,,,No,,
0469-6255,53,2006,,,,,No,,
0469-6255,55,2008,,,,,No,,
0469-6255,56,2009,,,,,No,,
0469-6255,57,2010,,,,,No,,
0469-6255,59,2012,60,2013,,,No,,
0469-6255,61,2014,,,,,No,,
0469-6255,42,1995,,,,,No,,
0469-6255,43,1996,,,,,No,,
0469-6255,44,1997,64,2017,,,No,,
0469-6255,65,2018,,,,,No,,
0469-6255,,,,,1,2,No,,
0469-6255,,,,,1,2,No,,
0469-6255,,,,,1,2,No,,
0469-6255,,,,,1,2,No,,
0469-6255,,,,,1,,No,,
0469-6255,,,,,1,6,No,,
0469-6255,,,,,1,2,No,,
0083-1921,43,1976,49,1978,,,No,,
0083-1921,,,,,1,2,No,,
1334-3432,1,2003,11,2013,,,No,,
1334-3432,12,2014,,,,,No,,
1334-3432,13,2015,,,,,No,,
1334-3432,14,2016,,,,,No,,
1334-3432,15,2017,,,,,No,,
1334-3432,16,2018,,,,,No,,
1334-3432,17,2019,,,,,No,,
1334-3432,18,2020,,,,,No,,
1334-3432,19,2021,,,,,No,,
1334-3432,20,2022,,,,,No,,
1334-3432,,,,,1,6,No,,
1334-3432,,,,,1,5,No,,
1334-3432,,,,,1,8,No,,
1334-3432,,,,,1,10,No,,
1334-3432,,,,,1,,No,,
0369-6243,60,1969,83,1992,,,No,,
1330-0520,1,1992,12,2003,,,No,,
1330-0520,13,2004,21,2012,,,No,,
1330-0520,22,2013,27,2018,,,No,,
1330-0520,28,2019,,,,,No,,
1330-0520,,,,,1,,No,,
0028-0836,117,1926,,,,,No,,"od vol. 229 (1971) izlaze i Nature New Biology i Nature Physical Science. Numeracija svezaka se nastavlja, a numeracija pojedinih brojeva se kod Nature nastavlja, a kod Nature New Biology i Nature Physical Science počinje s 1.|Nature|229 (1971) – 246 (1973) No. 5427-5430,…,5432-5434	|Nature New Biology|229 (1971) – 246 (1973) (manjka Vol. 245 No. 146) 	|Nature Physical Science|229 (1971) – 246 (1973) (manjka Vol. 246 No. 155) 	|*dalje samo : Nature|247 (1974) – 294 (1981)|295 (1982) No. 5844-5847,…, 5850-5851|298 (1982) – 342 (1989)					|-------------------------------------------------------------------------|343 (1990) – 344 (1990) No. 6261-6268,..,6270		|345 (1990) – 439 (2006) No. …,7025-7079					         440 (2006) – 504 (2013)|505 (2014) – 508 (2014)|509 (2014) No. 7498-7502|510 (2014) No. 7503,..., 7505-7506|511 (2014) No. ..., 7509,..., 7511|512 (2014) No. 7512,..., 7515|513 (2014) – 514 (2014)|515 (2014) No. ..., 7526-7528|521 (2015) – 542 (2017)|543 (2017) No. 7643-7645,…,7647|544 (2017) No. 7648,…,7651|545 (2017)|546 (2017) No. 7656-7658,…|547 (2017) -548 (2017) No. 7666,…,7668-7669|549 (2017) – 552 (2017)	|553 (2018) No. 7686 – 555 (2018.) No. 7694,...,7696-7698|556 (2018) – 560 (2018) No. 7716,...,7718-7720|561 (2018) – 562 (2018) No. 7725,...,7727-7728|563 (2018) No. 7729-7731,...,7733|564 (2018)|565 (2019)     ------ >"
0028-0836,119,1927,,,,,No,,"od vol. 229 (1971) izlaze i Nature New Biology i Nature Physical Science. Numeracija svezaka se nastavlja, a numeracija pojedinih brojeva se kod Nature nastavlja, a kod Nature New Biology i Nature Physical Science počinje s 1.|Nature|229 (1971) – 246 (1973) No. 5427-5430,…,5432-5434	|Nature New Biology|229 (1971) – 246 (1973) (manjka Vol. 245 No. 146) 	|Nature Physical Science|229 (1971) – 246 (1973) (manjka Vol. 246 No. 155) 	|*dalje samo : Nature|247 (1974) – 294 (1981)|295 (1982) No. 5844-5847,…, 5850-5851|298 (1982) – 342 (1989)					|-------------------------------------------------------------------------|343 (1990) – 344 (1990) No. 6261-6268,..,6270		|345 (1990) – 439 (2006) No. …,7025-7079					         440 (2006) – 504 (2013)|505 (2014) – 508 (2014)|509 (2014) No. 7498-7502|510 (2014) No. 7503,..., 7505-7506|511 (2014) No. ..., 7509,..., 7511|512 (2014) No. 7512,..., 7515|513 (2014) – 514 (2014)|515 (2014) No. ..., 7526-7528|521 (2015) – 542 (2017)|543 (2017) No. 7643-7645,…,7647|544 (2017) No. 7648,…,7651|545 (2017)|546 (2017) No. 7656-7658,…|547 (2017) -548 (2017) No. 7666,…,7668-7669|549 (2017) – 552 (2017)	|553 (2018) No. 7686 – 555 (2018.) No. 7694,...,7696-7698|556 (2018) – 560 (2018) No. 7716,...,7718-7720|561 (2018) – 562 (2018) No. 7725,...,7727-7728|563 (2018) No. 7729-7731,...,7733|564 (2018)|565 (2019)     ------ >"
0028-0836,157,1946,,,,,No,,"od vol. 229 (1971) izlaze i Nature New Biology i Nature Physical Science. Numeracija svezaka se nastavlja, a numeracija pojedinih brojeva se kod Nature nastavlja, a kod Nature New Biology i Nature Physical Science počinje s 1.|Nature|229 (1971) – 246 (1973) No. 5427-5430,…,5432-5434	|Nature New Biology|229 (1971) – 246 (1973) (manjka Vol. 245 No. 146) 	|Nature Physical Science|229 (1971) – 246 (1973) (manjka Vol. 246 No. 155) 	|*dalje samo : Nature|247 (1974) – 294 (1981)|295 (1982) No. 5844-5847,…, 5850-5851|298 (1982) – 342 (1989)					|-------------------------------------------------------------------------|343 (1990) – 344 (1990) No. 6261-6268,..,6270		|345 (1990) – 439 (2006) No. …,7025-7079					         440 (2006) – 504 (2013)|505 (2014) – 508 (2014)|509 (2014) No. 7498-7502|510 (2014) No. 7503,..., 7505-7506|511 (2014) No. ..., 7509,..., 7511|512 (2014) No. 7512,..., 7515|513 (2014) – 514 (2014)|515 (2014) No. ..., 7526-7528|521 (2015) – 542 (2017)|543 (2017) No. 7643-7645,…,7647|544 (2017) No. 7648,…,7651|545 (2017)|546 (2017) No. 7656-7658,…|547 (2017) -548 (2017) No. 7666,…,7668-7669|549 (2017) – 552 (2017)	|553 (2018) No. 7686 – 555 (2018.) No. 7694,...,7696-7698|556 (2018) – 560 (2018) No. 7716,...,7718-7720|561 (2018) – 562 (2018) No. 7725,...,7727-7728|563 (2018) No. 7729-7731,...,7733|564 (2018)|565 (2019)     ------ >"
0028-0836,159,1947,,,,,No,,"od vol. 229 (1971) izlaze i Nature New Biology i Nature Physical Science. Numeracija svezaka se nastavlja, a numeracija pojedinih brojeva se kod Nature nastavlja, a kod Nature New Biology i Nature Physical Science počinje s 1.|Nature|229 (1971) – 246 (1973) No. 5427-5430,…,5432-5434	|Nature New Biology|229 (1971) – 246 (1973) (manjka Vol. 245 No. 146) 	|Nature Physical Science|229 (1971) – 246 (1973) (manjka Vol. 246 No. 155) 	|*dalje samo : Nature|247 (1974) – 294 (1981)|295 (1982) No. 5844-5847,…, 5850-5851|298 (1982) – 342 (1989)					|-------------------------------------------------------------------------|343 (1990) – 344 (1990) No. 6261-6268,..,6270		|345 (1990) – 439 (2006) No. …,7025-7079					         440 (2006) – 504 (2013)|505 (2014) – 508 (2014)|509 (2014) No. 7498-7502|510 (2014) No. 7503,..., 7505-7506|511 (2014) No. ..., 7509,..., 7511|512 (2014) No. 7512,..., 7515|513 (2014) – 514 (2014)|515 (2014) No. ..., 7526-7528|521 (2015) – 542 (2017)|543 (2017) No. 7643-7645,…,7647|544 (2017) No. 7648,…,7651|545 (2017)|546 (2017) No. 7656-7658,…|547 (2017) -548 (2017) No. 7666,…,7668-7669|549 (2017) – 552 (2017)	|553 (2018) No. 7686 – 555 (2018.) No. 7694,...,7696-7698|556 (2018) – 560 (2018) No. 7716,...,7718-7720|561 (2018) – 562 (2018) No. 7725,...,7727-7728|563 (2018) No. 7729-7731,...,7733|564 (2018)|565 (2019)     ------ >"
0028-0836,160,1947,,,,,No,,"od vol. 229 (1971) izlaze i Nature New Biology i Nature Physical Science. Numeracija svezaka se nastavlja, a numeracija pojedinih brojeva se kod Nature nastavlja, a kod Nature New Biology i Nature Physical Science počinje s 1.|Nature|229 (1971) – 246 (1973) No. 5427-5430,…,5432-5434	|Nature New Biology|229 (1971) – 246 (1973) (manjka Vol. 245 No. 146) 	|Nature Physical Science|229 (1971) – 246 (1973) (manjka Vol. 246 No. 155) 	|*dalje samo : Nature|247 (1974) – 294 (1981)|295 (1982) No. 5844-5847,…, 5850-5851|298 (1982) – 342 (1989)					|-------------------------------------------------------------------------|343 (1990) – 344 (1990) No. 6261-6268,..,6270		|345 (1990) – 439 (2006) No. …,7025-7079					         440 (2006) – 504 (2013)|505 (2014) – 508 (2014)|509 (2014) No. 7498-7502|510 (2014) No. 7503,..., 7505-7506|511 (2014) No. ..., 7509,..., 7511|512 (2014) No. 7512,..., 7515|513 (2014) – 514 (2014)|515 (2014) No. ..., 7526-7528|521 (2015) – 542 (2017)|543 (2017) No. 7643-7645,…,7647|544 (2017) No. 7648,…,7651|545 (2017)|546 (2017) No. 7656-7658,…|547 (2017) -548 (2017) No. 7666,…,7668-7669|549 (2017) – 552 (2017)	|553 (2018) No. 7686 – 555 (2018.) No. 7694,...,7696-7698|556 (2018) – 560 (2018) No. 7716,...,7718-7720|561 (2018) – 562 (2018) No. 7725,...,7727-7728|563 (2018) No. 7729-7731,...,7733|564 (2018)|565 (2019)     ------ >"
0028-0836,161,1948,163,1949,,,No,,"od vol. 229 (1971) izlaze i Nature New Biology i Nature Physical Science. Numeracija svezaka se nastavlja, a numeracija pojedinih brojeva se kod Nature nastavlja, a kod Nature New Biology i Nature Physical Science počinje s 1.|Nature|229 (1971) – 246 (1973) No. 5427-5430,…,5432-5434	|Nature New Biology|229 (1971) – 246 (1973) (manjka Vol. 245 No. 146) 	|Nature Physical Science|229 (1971) – 246 (1973) (manjka Vol. 246 No. 155) 	|*dalje samo : Nature|247 (1974) – 294 (1981)|295 (1982) No. 5844-5847,…, 5850-5851|298 (1982) – 342 (1989)					|-------------------------------------------------------------------------|343 (1990) – 344 (1990) No. 6261-6268,..,6270		|345 (1990) – 439 (2006) No. …,7025-7079					         440 (2006) – 504 (2013)|505 (2014) – 508 (2014)|509 (2014) No. 7498-7502|510 (2014) No. 7503,..., 7505-7506|511 (2014) No. ..., 7509,..., 7511|512 (2014) No. 7512,..., 7515|513 (2014) – 514 (2014)|515 (2014) No. ..., 7526-7528|521 (2015) – 542 (2017)|543 (2017) No. 7643-7645,…,7647|544 (2017) No. 7648,…,7651|545 (2017)|546 (2017) No. 7656-7658,…|547 (2017) -548 (2017) No. 7666,…,7668-7669|549 (2017) – 552 (2017)	|553 (2018) No. 7686 – 555 (2018.) No. 7694,...,7696-7698|556 (2018) – 560 (2018) No. 7716,...,7718-7720|561 (2018) – 562 (2018) No. 7725,...,7727-7728|563 (2018) No. 7729-7731,...,7733|564 (2018)|565 (2019)     ------ >"
0028-0836,164,1949,,,,,No,,"od vol. 229 (1971) izlaze i Nature New Biology i Nature Physical Science. Numeracija svezaka se nastavlja, a numeracija pojedinih brojeva se kod Nature nastavlja, a kod Nature New Biology i Nature Physical Science počinje s 1.|Nature|229 (1971) – 246 (1973) No. 5427-5430,…,5432-5434	|Nature New Biology|229 (1971) – 246 (1973) (manjka Vol. 245 No. 146) 	|Nature Physical Science|229 (1971) – 246 (1973) (manjka Vol. 246 No. 155) 	|*dalje samo : Nature|247 (1974) – 294 (1981)|295 (1982) No. 5844-5847,…, 5850-5851|298 (1982) – 342 (1989)					|-------------------------------------------------------------------------|343 (1990) – 344 (1990) No. 6261-6268,..,6270		|345 (1990) – 439 (2006) No. …,7025-7079					         440 (2006) – 504 (2013)|505 (2014) – 508 (2014)|509 (2014) No. 7498-7502|510 (2014) No. 7503,..., 7505-7506|511 (2014) No. ..., 7509,..., 7511|512 (2014) No. 7512,..., 7515|513 (2014) – 514 (2014)|515 (2014) No. ..., 7526-7528|521 (2015) – 542 (2017)|543 (2017) No. 7643-7645,…,7647|544 (2017) No. 7648,…,7651|545 (2017)|546 (2017) No. 7656-7658,…|547 (2017) -548 (2017) No. 7666,…,7668-7669|549 (2017) – 552 (2017)	|553 (2018) No. 7686 – 555 (2018.) No. 7694,...,7696-7698|556 (2018) – 560 (2018) No. 7716,...,7718-7720|561 (2018) – 562 (2018) No. 7725,...,7727-7728|563 (2018) No. 7729-7731,...,7733|564 (2018)|565 (2019)     ------ >"
0028-0836,165,1950,,,,,No,,"od vol. 229 (1971) izlaze i Nature New Biology i Nature Physical Science. Numeracija svezaka se nastavlja, a numeracija pojedinih brojeva se kod Nature nastavlja, a kod Nature New Biology i Nature Physical Science počinje s 1.|Nature|229 (1971) – 246 (1973) No. 5427-5430,…,5432-5434	|Nature New Biology|229 (1971) – 246 (1973) (manjka Vol. 245 No. 146) 	|Nature Physical Science|229 (1971) – 246 (1973) (manjka Vol. 246 No. 155) 	|*dalje samo : Nature|247 (1974) – 294 (1981)|295 (1982) No. 5844-5847,…, 5850-5851|298 (1982) – 342 (1989)					|-------------------------------------------------------------------------|343 (1990) – 344 (1990) No. 6261-6268,..,6270		|345 (1990) – 439 (2006) No. …,7025-7079					         440 (2006) – 504 (2013)|505 (2014) – 508 (2014)|509 (2014) No. 7498-7502|510 (2014) No. 7503,..., 7505-7506|511 (2014) No. ..., 7509,..., 7511|512 (2014) No. 7512,..., 7515|513 (2014) – 514 (2014)|515 (2014) No. ..., 7526-7528|521 (2015) – 542 (2017)|543 (2017) No. 7643-7645,…,7647|544 (2017) No. 7648,…,7651|545 (2017)|546 (2017) No. 7656-7658,…|547 (2017) -548 (2017) No. 7666,…,7668-7669|549 (2017) – 552 (2017)	|553 (2018) No. 7686 – 555 (2018.) No. 7694,...,7696-7698|556 (2018) – 560 (2018) No. 7716,...,7718-7720|561 (2018) – 562 (2018) No. 7725,...,7727-7728|563 (2018) No. 7729-7731,...,7733|564 (2018)|565 (2019)     ------ >"
0028-0836,166,1950,,,,,No,,"od vol. 229 (1971) izlaze i Nature New Biology i Nature Physical Science. Numeracija svezaka se nastavlja, a numeracija pojedinih brojeva se kod Nature nastavlja, a kod Nature New Biology i Nature Physical Science počinje s 1.|Nature|229 (1971) – 246 (1973) No. 5427-5430,…,5432-5434	|Nature New Biology|229 (1971) – 246 (1973) (manjka Vol. 245 No. 146) 	|Nature Physical Science|229 (1971) – 246 (1973) (manjka Vol. 246 No. 155) 	|*dalje samo : Nature|247 (1974) – 294 (1981)|295 (1982) No. 5844-5847,…, 5850-5851|298 (1982) – 342 (1989)					|-------------------------------------------------------------------------|343 (1990) – 344 (1990) No. 6261-6268,..,6270		|345 (1990) – 439 (2006) No. …,7025-7079					         440 (2006) – 504 (2013)|505 (2014) – 508 (2014)|509 (2014) No. 7498-7502|510 (2014) No. 7503,..., 7505-7506|511 (2014) No. ..., 7509,..., 7511|512 (2014) No. 7512,..., 7515|513 (2014) – 514 (2014)|515 (2014) No. ..., 7526-7528|521 (2015) – 542 (2017)|543 (2017) No. 7643-7645,…,7647|544 (2017) No. 7648,…,7651|545 (2017)|546 (2017) No. 7656-7658,…|547 (2017) -548 (2017) No. 7666,…,7668-7669|549 (2017) – 552 (2017)	|553 (2018) No. 7686 – 555 (2018.) No. 7694,...,7696-7698|556 (2018) – 560 (2018) No. 7716,...,7718-7720|561 (2018) – 562 (2018) No. 7725,...,7727-7728|563 (2018) No. 7729-7731,...,7733|564 (2018)|565 (2019)     ------ >"
0028-0836,167,1951,,,,,No,,"od vol. 229 (1971) izlaze i Nature New Biology i Nature Physical Science. Numeracija svezaka se nastavlja, a numeracija pojedinih brojeva se kod Nature nastavlja, a kod Nature New Biology i Nature Physical Science počinje s 1.|Nature|229 (1971) – 246 (1973) No. 5427-5430,…,5432-5434	|Nature New Biology|229 (1971) – 246 (1973) (manjka Vol. 245 No. 146) 	|Nature Physical Science|229 (1971) – 246 (1973) (manjka Vol. 246 No. 155) 	|*dalje samo : Nature|247 (1974) – 294 (1981)|295 (1982) No. 5844-5847,…, 5850-5851|298 (1982) – 342 (1989)					|-------------------------------------------------------------------------|343 (1990) – 344 (1990) No. 6261-6268,..,6270		|345 (1990) – 439 (2006) No. …,7025-7079					         440 (2006) – 504 (2013)|505 (2014) – 508 (2014)|509 (2014) No. 7498-7502|510 (2014) No. 7503,..., 7505-7506|511 (2014) No. ..., 7509,..., 7511|512 (2014) No. 7512,..., 7515|513 (2014) – 514 (2014)|515 (2014) No. ..., 7526-7528|521 (2015) – 542 (2017)|543 (2017) No. 7643-7645,…,7647|544 (2017) No. 7648,…,7651|545 (2017)|546 (2017) No. 7656-7658,…|547 (2017) -548 (2017) No. 7666,…,7668-7669|549 (2017) – 552 (2017)	|553 (2018) No. 7686 – 555 (2018.) No. 7694,...,7696-7698|556 (2018) – 560 (2018) No. 7716,...,7718-7720|561 (2018) – 562 (2018) No. 7725,...,7727-7728|563 (2018) No. 7729-7731,...,7733|564 (2018)|565 (2019)     ------ >"
